,Name,Recoil %,Ergonomics,Accuracy,Muzzle Velocity,sight,Mag,Icon
442,,HK Steel Maritime 5.56x45 STANAG 30-round magazine,,-3,,-10,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e6/HK_Steel_Maritime5_5.56x45_STANAG_30-round_magazine_icon.png/revision/latest/scale-to-width-down/64?cb=20190103094727
443,,5-round .308 M700 magazine,,,,-5,5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/cc/5-round_.308_M700_magazine_icon.png/revision/latest/scale-to-width-down/64?cb=20181231190604
444,,10-round .308 M700 magazine,,-2,,-5,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/28/10-round_.308_M700_magazine_icon.png/revision/latest/scale-to-width-down/64?cb=20181231190558
445,,95-round 5.45x39 magazine for RPK-16 and compatibles,,-24,+25,+90,95,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/03/95-round_5.45x39_magazine_for_RPK-16_icon.png/revision/latest/scale-to-width-down/127?cb=20181225234915
446,,30-round 5.45x39 magazine for AK-12 and compatibles,,-2,-20,-10,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0a/30-round_5.45x39_magazine_for_%D0%90K-12_and_compatibles_icon.png/revision/latest/scale-to-width-down/64?cb=20181229224449
447,,"7.62x54r ProMag OPFOR for Archangel Mosin rifle kit, 10-round capacity",,-4,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/92/MosinProMagIcon.png/revision/latest/scale-to-width-down/64?cb=20181114221248
448,,British FAL/L1A1 7.62x51 30 rnd magazine,,-8,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/af/L1A1_Mag_Icon.png/revision/latest/scale-to-width-down/64?cb=20180923131748
449,,X-14 M14 50 round 7.62x51 magazine,,-17,+15,+40,50,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/90/M1450roundericon.png/revision/latest/scale-to-width-down/64?cb=20180521033302
450,,M14 30 round 7.62x51 magazine,,-6,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e8/30roundm1magicon.png/revision/latest/scale-to-width-down/64?cb=20180513163744
451,,Regular 4rnd magazine for Mosin rifle,,-1,,,5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c2/Mosin_Mag_Icon.png/revision/latest/scale-to-width-down/64?cb=20180919102032
452,,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/47/PMAG30556_Icon.gif/revision/latest/scale-to-width-down/64?cb=20200423172034
453,,6L29 30-round 5.56x45 magazine for AK-101 and compatible weapons,,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/22/6l29icon.png/revision/latest/scale-to-width-down/64?cb=20180506163643
454,,30-round 7.62x39 magazine for AK-103 and compatible weapons,,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5d/AK-103Magicon.png/revision/latest/scale-to-width-down/64?cb=20180506164839
455,,M1A 20 round 7.62x51 magazine,,-3,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3f/M1amagicon.png/revision/latest/scale-to-width-down/64?cb=20180724171857
456,,PMAG GEN M3 10 5.56x45 STANAG 10-round magazine,,+5,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/dc/10roundm4icon.png/revision/latest/scale-to-width-down/64?cb=20180516233150
457,,"Pmag 30 AK74 GEN M3 5.45x39 magazine for AK and compatibles, 30-round capacity",,-1.5,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/10/Pmag30aknicon.png/revision/latest/scale-to-width-down/64?cb=20180506165842
458,,30-round SR3M.130 9x39 SR3M magazine,,-5,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/46/Vssval30roundericon.png/revision/latest/scale-to-width-down/64?cb=20180531183452
459,,SAI-02 10-round 12x76 magazine for SOK-12 and compatible weapons,,-7,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/09/10RounderSaiga12Icon.png/revision/latest/scale-to-width-down/64?cb=20180506142948
460,,8-shell MP-133x8 12ga magazine,,-2,,,8,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/96/Mp133x8.png/revision/latest/scale-to-width-down/190?cb=20180325203438
461,,"Izhmash 6L10 7.62x39 magazine for AK and compatibles, 30-round capacity",,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6f/6l10magicon.png/revision/latest/scale-to-width-down/64?cb=20180325201251
462,,"7.62x39 ribbed metal magazine for AK and compatibles, 10-round capacity",,+4,-30,-10,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ef/Ak10rndmag.png/revision/latest/scale-to-width-down/64?cb=20180325205842
463,,SR1-MP magazine,,-1,-20,,18,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/35/Sr1mpmag.png/revision/latest/scale-to-width-down/64?cb=20180325205857
464,,P226 magazine,,-1,,,15,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/69/P226mag.png/revision/latest/scale-to-width-down/64?cb=20201024131037
465,,20-round 6L25 9x39 VSS magazine,,-2,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/91/Vss20rndicon.png/revision/latest/scale-to-width-down/64?cb=20190305220652
466,,30-round 6L23 5.45x39 magazine for AK-74 and compatibles,,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2c/30-round_6L23_5.45x39_magazine_icon.gif/revision/latest/scale-to-width-down/64?cb=20200325212248
467,,45-round 6L26 5.45x39 magazine for AK-74 and compatibles,,-8,+15,,45,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/da/6l26magicon.png/revision/latest/scale-to-width-down/64?cb=20181107001522
468,,10-round .308 DVL-10 magazine,,-3,,-15,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/59/Dvlmag.png/revision/latest/scale-to-width-down/64?cb=20180325203435
469,,MP-443 9x19 18-round magazine,,-1,,,18,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/24/Grachmag.png/revision/latest/scale-to-width-down/64?cb=20180325205850
470,,Standard MP5 30-round 9x19 magazine,,-4,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d2/Mp5magicon.png/revision/latest/scale-to-width-down/64?cb=20180325201310
471,,Glock 9x19 magazine,,-1,-20,-10,17,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4f/Glockmag.png/revision/latest/scale-to-width-down/64?cb=20180325205846
472,,Standard MPX 30-round 9x19 magazine,,-3,-50,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/89/Mpxmagicon.png/revision/latest/scale-to-width-down/64?cb=20190116003452
473,,6-shell MP-133x6 12ga magazine,,-1,,,6,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/10/Mp133x6.png/revision/latest/scale-to-width-down/127?cb=20180325203437
474,,MP-153 forend cap,,+1,,,4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/bf/Mp153x4.png/revision/latest/scale-to-width-down/64?cb=20180325203439
475,,X Products X-5 MP5 50-round 9x19 magazine,,-15,+15,+30,50,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0e/Mp5drumicon.png/revision/latest/scale-to-width-down/64?cb=20180325201308
476,,MP-153 5-rd magazine extension,,-1,,,5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/eb/Mp153x5.png/revision/latest/scale-to-width-down/64?cb=20180325203440
477,,MP-153 6-rd magazine extension,,-3,,,6,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/9e/Mp153x6.png/revision/latest/scale-to-width-down/127?cb=20180325203440
478,,MP-153 7-rd magazine extension,,-5,,,7,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6b/Mp153x7.png/revision/latest/scale-to-width-down/190?cb=20180804193830
479,,MP-153 8-rd magazine extension,,-6,,,8,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/28/Mp153x8.png/revision/latest/scale-to-width-down/190?cb=20180903221644
480,,60-round 6L31 5.45x39 magazine for AK-74 and compatibles,,-16,+20,+85,60,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d7/6L31-60-mag_icon.png/revision/latest/scale-to-width-down/64?cb=20190915092935
481,,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity",,-1,,-10,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b0/PalmAK30Icon.gif/revision/latest/scale-to-width-down/64?cb=20181202141150
482,,TT-105 7.62x25 TT Magazine,,-1,-20,-15,8,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/65/TT-105_magazine_icon.png/revision/latest/scale-to-width-down/64?cb=20180518183942
483,,PM/PPSH 9x18PM 84-round drum mag for PM,,-18,+25,+25,84,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b1/Makarovdrumicon.png/revision/latest/scale-to-width-down/64?cb=20201015022848
484,,"90-93 9x18PM Magazine, for 8 PM rounds",,-1,-20,-20,8,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/20/Makarovmag.png/revision/latest/scale-to-width-down/64?cb=20180325203436
485,,Sb.5 5-round 12/76 magazine for SOK-12 and compatible weapons,,-2,,-15,5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d1/Saig12mag.png/revision/latest/scale-to-width-down/64?cb=20180518183928
486,,ProMag SKS-A5 7.62x39 20-round SKS magazine,,-5,+10,+10,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1d/Sksmagicon.png/revision/latest/scale-to-width-down/64?cb=20180325201318
487,,6L20 30-round 5.45x39 magazine for AK-74 and compatible weapons,,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d3/6l2030rndmagicon.png/revision/latest/scale-to-width-down/64?cb=20190115192624
488,,10-round 6L24 9x39 VSS magazine,,+5,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e4/Vss10rnd.png/revision/latest/scale-to-width-down/64?cb=20180325205901
489,,6L18 45-round 5.45x39 magazine for AK-74 and compatible weapons,,-7,+15,,45,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/63/45orangeakmagicon.png/revision/latest/scale-to-width-down/64?cb=20181107001529
490,,Izhmash AK magazine (issued ‘55 or later) 30-round for 7.62x39 AK and compatibles,,-4,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/08/Ak55mag.png/revision/latest/scale-to-width-down/64?cb=20180325201259
491,,"Izhmash 7.62x39 AKMS aluminium magazine for AK and compatibles, 30-round capacity",,-1,-5,-5,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/36/Amsalu.png/revision/latest/scale-to-width-down/64?cb=20180325201302
492,,10-round Saiga 545 5.45x39 magazine for AK-74 and compatibles,,+5,-30,-10,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/72/Ak7410rndmag.png/revision/latest/scale-to-width-down/64?cb=20180325205844
493,,10-round polymer magazine 7.62x54R for SV-98,,-4,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/58/Sv98mag.png/revision/latest/scale-to-width-down/64?cb=20180325203443
494,,"Molot 6P2.Sb-11 7.62x39 magazine for AK and compatibles, 40-round capacity",,-7,+20,,40,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/39/Akm40rndicom.png/revision/latest/scale-to-width-down/64?cb=20181107014618
495,,"PMAG 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity",,-1.5,,-10,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/33/PMAG_30_AKAKM_GEN_M3_7.62x39_icon.gif/revision/latest/scale-to-width-down/64?cb=20200327213010
496,,Standard APS 9x18PM 20-round magazine,,-3,-30,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/16/APS_9x19PM_20-round_magazine_icon.png/revision/latest/scale-to-width-down/64?cb=20180506165205
497,,10-round Izh.9x19 Sb.7 magazine,,-2,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/55/Pp1910rndicon.png/revision/latest/scale-to-width-down/64?cb=20180325201315
498,,Standard PP-19-01 30-round 9x19 magazine,,-2,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ec/Pp1930rndicon.png/revision/latest/scale-to-width-down/64?cb=20180325201316
499,,Standard 9x18PM 20-round magazine for PP-91,,+5,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/76/Kedr20rndmag.png/revision/latest/scale-to-width-down/64?cb=20180325205851
500,,Standard 9x18PM 30-round magazine for PP-91,,-2,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6b/Kedr30rnd.png/revision/latest/scale-to-width-down/64?cb=20180724171843
501,,Colt AR-15 5.56x45 STANAG 30-round magazine,,-3,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/26/Stanag30rndicon.png/revision/latest/scale-to-width-down/64?cb=20180325201320
502,,Magpul PMAG D-60 5.56x45 60-round magazine,,-16,+20,+60,60,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f6/Magpul_PMAG_D-60.png/revision/latest/scale-to-width-down/64?cb=20180704003211
503,,PMAG GEN M3 20 5.56x45 STANAG 20-round magazine,,+3,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f3/M420-round.png/revision/latest/scale-to-width-down/64?cb=20190419002821
504,,40-round PMAG GEN M3 40 5.56x45 STANAG magazine,,-7,+15,+10,40,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e4/PMAG_40_Icon.gif/revision/latest/scale-to-width-down/64?cb=20191029211528
505,,PMAG GEN M3 W 30 5.56x45 STANAG 30-round magazine,,-3,-35,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ae/PMAG30Window_Icon.gif/revision/latest/scale-to-width-down/64?cb=20200501174939
506,,60-round MAG5-60 5.56x45 STANAG magazine,,-18,+25,+20,60,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/9a/STANAG_magazine_60-round_MAG5_-5.56x45.png/revision/latest/scale-to-width-down/64?cb=20190411111533
507,,PMAG SR/LR GEN M3 20 7.62x51 20 rnd,,-3,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/50/Rsassmag.png/revision/latest/scale-to-width-down/64?cb=20191011194416
508,,2-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,,+4,,-20,2,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/43/Toz2rnd.png/revision/latest/scale-to-width-down/64?cb=20180325205858
509,,4-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,,-2,,-20,4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/31/Toz4rnd.png/revision/latest/scale-to-width-down/64?cb=20180325205859
510,,10-shell M870x10 12ga magazine,,-6,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5a/10shell870magicon.png/revision/latest/scale-to-width-down/190?cb=20180530000236
511,,7-shell M870x7 12ga magazine,,-2,,,7,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d9/M870x7icon.png/revision/latest/scale-to-width-down/127?cb=20180506165643
512,,Pmag GL9 polymer magazine,,-2,-30,-10,21,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f1/Glockpolymermag.png/revision/latest/scale-to-width-down/64?cb=20180713195407
513,,"SGMT Drum mag for Glock 9x19, 50 rounds capacity",,-19,+20,-10,50,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a9/Glockdrumicon.png/revision/latest/scale-to-width-down/64?cb=20180325201305
514,,4-shell M870 12ga magazine cap,,-1,,,4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1a/4-shell_M870_12ga_magazine_cap_icon.png/revision/latest/scale-to-width-down/64?cb=20180506165621
515,,"""Big Stick"" 9x19 magazine for Glock 9x19",,-5,-30,-10,33,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6b/Bigstickicon.png/revision/latest/scale-to-width-down/64?cb=20180325201303
516,,FAL/SA-58 7.62x51 20 rnd,,-5,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/FAL_20_Icon.png/revision/latest/scale-to-width-down/64?cb=20180722005845
517,,FAL/SA-58 7.62x51 30 rnd,,-9,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f8/FAL_Std_30Mag_Icon.png/revision/latest/scale-to-width-down/64?cb=20180923092557
518,,FAL/SA-58 7.62x51 10 rnd,,+2,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7e/FAL-SA-58_7.62x51_10_rnd_Icon.png/revision/latest/scale-to-width-down/64?cb=20180923121044
519,,X-FAL FAL/SA-58 7.62x51 50 rnd magazine,,-20,+20,,50,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/df/FAL_50_Icon.png/revision/latest/scale-to-width-down/64?cb=20180922112155
520,,"FAL/SA-58 ""MMW"" 7.62x51 20 rnd plastic mag",,-2,,-10,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/61/MMW_Fal_Icon.png/revision/latest/scale-to-width-down/64?cb=20180919162741
521,,"Bakelite 7.62x39 magazine for AK and compatibles, 40-round capacity",,-7,+20,,40,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/af/40_Bak_Mag_Icon.png/revision/latest/scale-to-width-down/64?cb=20180727195225
522,,"Izhmash 7.62x39 AK aluminium magazine for AK and compatibles, 10-round capacity",,+7,-5,-5,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/13/AKAl10Icon.png/revision/latest/scale-to-width-down/64?cb=20180727200148
523,,Standard MP7 20-round 4.6x30 magazine,,+2,,,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c7/MP720RounderIcon.png/revision/latest/scale-to-width-down/64?cb=20181111225725
524,,Standard MP7 30-round 4.6x30 magazine,,-1,,,30,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/90/MP730RounderIcon.png/revision/latest/scale-to-width-down/64?cb=20181111225843
525,,Standard MP7 40-round 4.6x30 magazine,,-4,,,40,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fb/MP740Icon.png/revision/latest/scale-to-width-down/64?cb=20181112231159
526,,M9A3 9x19 17-round magazine,,-1,,,17,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0e/M9A317RoundMagIcon.png/revision/latest/scale-to-width-down/64?cb=20191031143310
527,,"12.7x55 magazine for ASh-12, 10-round capacity",,-3,,,10,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/08/ASH-12_10_Rounder_Icon.png/revision/latest/scale-to-width-down/64?cb=20191214193544
528,,"12.7x55 magazine for ASh-12, 20-round capacity",,-7,,+15,20,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c6/ASH-12_20_Rounder_Icon.png/revision/latest/scale-to-width-down/64?cb=20191214193554
529,,X-47 AK 7.62x39 50 rnd magazine,,-15,+20,+15,50,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/98/X47762x3950RndIcon.png/revision/latest/scale-to-width-down/64?cb=20191031141846
530,,"Molot magazine for AK and compatibles, 75-round capacity",,-26,+30,+90,75,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/61/Molot_magazine_for_AK_and_compatibles%2C_75-round_capacity_icon.png/revision/latest/scale-to-width-down/127?cb=20191112201112
531,,"FN magazine for P90, 50-round capacity",,-5,-20,+75,50,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/71/FN_magazine_for_P90_50_icon.jpg/revision/latest/scale-to-width-down/127?cb=20191116064336
